"Km","Official km","Name","Type","Source","Section","Island","Trail elevation m","Off trail m","From previous km","To next km","Leg ascent m","Leg descent m","Leg crosses","Leg gap km","Bunks","Water","Booking required","Trail Pass","Phone","Address","Hours","Link","Detail"
"2579.1","2579.1","Top Timaru Hut","hut","DOC","Breast Hill Track","South","907","26","13.3","13.6","835","861","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/38653eb26aa841a0b3d87066cf14f766.aspx","Category: Standard | Facilities: Mattresses, Toilets - non-flush, Water from stream, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Hāwea Conservation Park | Region: Otago"
"2592.6","2592.6","Stodys Hut","hut","DOC","Breast Hill Track","South","1083","5","13.6","10.7","1178","1002","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/6605c1f266eb4978a9062add12089e1d.aspx","Category: Basic/bivvies | Facilities: Heating, Mattresses, Toilets - non-flush, Water from stream, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Hāwea Conservation Park | Region: Otago"
"2603.3","2603.3","Pakituhi Hut","hut","DOC","Breast Hill Track","South","1332","261","10.7","10.5","713","464","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/8e37cc3356a1428aac8a963df53ca174.aspx","Category: Standard | Facilities: Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Hāwea Conservation Park | Region: Otago"
"2613.8","2613.8","Lake Hāwea","resupply","Resupply","Gladstone to Wānaka","South","362","257","10.5","13.4","123","1093","","","","","","","","","","","Sailz general store with cafe, open to 9pm; FreshChoice on Bodkin St; Hawea Hotel for pub food."
"2627.2","2627.2","Albert Town","resupply","Resupply","Gladstone to Wānaka","South","280","259","13.4","11.8","28","110","","","","","","","","","","","Small Four Square and a patisserie, a short detour off trail."
"2639","2639","Wanaka","town","Resupply","Glendhu Bay Track","South","280","104","11.8","1.6","78","78","","","","","","","","","","","New World, Four Square, Mediterranean Market for bulk, Macpac. Full resupply."
"2640.6","2640.6","Wanaka Top 10 Holiday Park","accommodation","Private","Glendhu Bay Track","South","280","940","1.6","23.9","3","2","","","","","","","0800 229 8439","263 Studholme Road, Wanaka","","http://www.campervanpark.co.nz","Facilities: Accommodation: tents, powered caravan/campervan sites, dump station | Address: 263 Studholme Road, Wanaka | Phone: 0800 229 8439 | Website: http://www.campervanpark.co.nz | Categories: LodgingBusiness"
"2664.5","2664.5","Fern Burn Hut","hut","DOC","Motatapu Alpine Track","South","750","13","23.9","6.1","926","456","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/acfd84b530ca4b289496ed832886bf61.aspx","Category: Standard | Facilities: Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Wānaka area | Region: Otago"
"2670.6","2670.6","Highland Creek Hut","hut","DOC","Motatapu Alpine Track","South","845","6","6.1","10.3","674","579","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/d72edf5018d342eebda9e826275a8481.aspx","Category: Standard | Facilities: Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Wānaka area | Region: Otago"
"2680.9","2680.9","Roses Hut","hut","DOC","Motatapu Alpine Track","South","720","9","10.3","10.6","1034","1160","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/242f58eff93d491eb1444d0b34ab80d3.aspx","Category: Standard | Facilities: Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Wānaka area | Region: Otago"
"2691.5","2691.5","Macetown Campsite","campsite","DOC","Motatapu Alpine Track","South","668","21","10.6","13","593","645","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/4c5ff1ac99ac4273a2ea55fe996d80ad.aspx","Category: Basic | Facilities: Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Macetown Historic Reserve | Region: Otago"
"2704.5","2704.5","Arrowtown Hampshire Holiday Park","accommodation","Private","Wakatipu Track","South","419","743","13","0","648","897","","","","","","","64 3 4421876","12 Centennial Avenue, Arrowtown 9302","","https://hampshireholidayparks.co.nz/park/arrowtown-holiday-park/","Facilities: Accommodation: tents, powered/nonpowered caravans/campervans, dump station | Address: 12 Centennial Avenue, Arrowtown 9302 | Phone: 64 3 4421876 | Website: https://hampshireholidayparks.co.nz/park/arrowtown-holiday-park/ | Categories: LodgingBusiness"
"2704.5","2704.5","Arrowtown","resupply","Resupply","Wakatipu Track","South","419","365","0","21.3","0","0","","","","","","","","","","","Small supermarket and a Night'n Day; limited and expensive. Hourly bus to Queenstown."
"2725.7","2725.7","Frankton","town","Resupply","Wakatipu Track","South","330","126","21.3","7","253","343","","","","","","","","","","","Pak'nSave, New World, Woolworths. Cheapest resupply in the Queenstown basin."
"2732.7","2732.7","Twelve Mile Delta Campsite","campsite","DOC","Wakatipu Track","South","309","9242","7","1","45","66","","","","Yes","","No","","","","https://www.doc.govt.nz/link/171fc7854c6a4620842508d18d4aa2de.aspx","Category: Standard | Facilities: Boat launching, Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply | Bookable: No | Booking Required: No | Trail Pass: No | Trail Pass discount (%): 0 | Place: Queenstown area | Region: Otago"
"2733.7","2733.7","Queenstown","town","Resupply","Wakatipu Track","South","310","74","1","0.1","10","9","","","","","","","","","","","FreshChoice, Four Square, outdoor stores. Full gear replacement."
"2733.8","2733.8","Kinloch Campsite","campsite","DOC","Wakatipu Track","South","313","9035","0.1","0","3","0","Lake Wakatipu","26.5","","Yes","Yes","Yes","","","","https://www.doc.govt.nz/link/a8115b67bce049f3acdada4d3556c96d.aspx","Category: Standard | Facilities: Boat launching, Jetty, Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets - non-flush, Toilets, Water supply | Bookable: Yes | Booking Required: Yes | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Glenorchy area | Region: Otago"
"2733.8","2733.8","Queenstown Holiday Park Creeksyde","caravan-park","Private","Wakatipu Track","South","313","673","0","0","0","0","","","","","","","(03) 442 9447","54 Robins Road, Queenstown","","http://www.camp.co.nz","Facilities: Holiday park, campground, motorhomes, campervans, tent sites | Address: 54 Robins Road, Queenstown | Phone: (03) 442 9447 | Website: http://www.camp.co.nz | Categories: RVPark LodgingBusiness"
"2733.8","2733.8","Glenorchy","resupply","Resupply","Mavora Walkway","South","319","25000","0","10.5","3","0","","","","","","","","","","","Glenorchy Hotel general store. About 1.5 hr drive from the Greenstone car park. Leave at the Greenstone car park."
"2744.3","2744.3","Slip Flat Hut","hut","DOC","Mavora Walkway","South","439","176","10.5","3.6","541","421","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/e29a887c9d0a46a5ad6d52f2e5f5f8fc.aspx","Category: Basic/bivvies | Facilities: Heating, Mattresses, Toilets - non-flush, Water from stream, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Greenstone and Caples Conservation Areas | Region: Otago"
"2747.9","2747.9","Greenstone Campsite","campsite","DOC","Mavora Walkway","South","521","33","3.6","0.1","314","232","","","","Yes","Yes","Yes","","","","https://www.doc.govt.nz/link/13416e4b5b1249bd97c7899b63b7d7ef.aspx","Category: Backcountry | Facilities: Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply | Bookable: Yes | Booking Required: Yes | Trail Pass: Yes | Trail Pass discount (%): 100 | More Info: Included in The Trail Pass, but booking is required. Penalty fees will be applied by Warden to walkers staying without a booking. | Place: Greenstone and Caples Conservation Areas | Region: Otago"
"2748","2748","Greenstone Hut","hut","DOC","Mavora Walkway","South","515","71","0.1","9.6","0","6","","","","Yes","Yes","Yes","","","","https://www.doc.govt.nz/link/6046aa0f0dbc46438ad03f376b189eee.aspx","Category: Serviced | Facilities: Heating, Mattresses, Toilets - flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: Yes | Trail Pass: Yes | Trail Pass discount (%): 20 | More Info: Click on the Greenstone Campsite icon for information about camping outside the hut.  Booking is required. | Place: Greenstone and Caples Conservation Areas | Region: Otago"
"2757.6","2757.6","Taipo Hut","hut","DOC","Mavora Walkway","South","723","24","9.6","11.8","376","167","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/de9a0270401a4027bb4959f8a50f787d.aspx","Category: Standard | Facilities: Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Mavora Lakes Conservation Park | Region: Southland"
"2769.3","2769.3","Boundary Hut","hut","DOC","Mavora Walkway","South","639","96","11.8","6.2","180","264","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/2f79a73587fd4cab99d33e18fef4453c.aspx","Category: Standard | Facilities: Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Mavora Lakes Conservation Park | Region: Southland"
"2775.5","2775.5","Careys Hut","hut","DOC","Mavora Walkway","South","625","71","6.2","9.4","78","92","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/8857cedefbf448798c9a187563d03ce2.aspx","Category: Standard | Facilities: Heating, Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Mavora Lakes Conservation Park | Region: Southland"
"2784.9","2784.9","Mavora Lakes Campsite","campsite","DOC","Mararoa River Track","South","617","78","9.4","16.4","98","106","","","","Yes","Yes","Yes","","","","https://www.doc.govt.nz/link/07540cfcf9404be8bb256d49ef81d0d9.aspx","Category: Standard | Facilities: BBQ, Boat launching, Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply | Bookable: Yes | Booking Required: Yes | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Mavora Lakes Conservation Park | Region: Southland"
"2801.3","2801.3","Kiwi Burn Hut","hut","DOC","Mararoa River Track","South","520","928","16.4","28.5","154","252","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/cbed8342279e4cd0864e3eda1996a7bb.aspx","Category: Standard | Facilities: Heating, Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Snowdon Forest Conservation Area | Region: Southland"
"2829.8","2829.8","Te Anau","town","Resupply","Mararoa River Track","South","340","35000","28.5","0","49","229","","","","","","","","","","","Four Square and FreshChoice, Outside Sports. 28-35 km off trail from SH94; shuttle or hitch. Leave at the SH94 / Princhester junction (The Key)."
"2829.8","2829.8","Mossburn","resupply","Resupply","Mararoa River Track","South","340","20000","0","0","0","0","","","","","","","","","","","Four Square at 37 Devon St. About 20 km from the Princhester/SH94 junction. Leave at the SH94 / Princhester junction (The Key)."
"2829.8","2829.8","The Key (Princhester)","food","Resupply","Mararoa River Track","South","340","3107","0","5.9","0","0","","","","","","","","","","","Sprig and Thistle coffee caravan at the SH94 junction, Tue-Fri 7am-3pm, Sat 8am-2pm."
"2835.8","2835.8","Lower Princhester Hut","hut","DOC","Tākitimu Track","South","478","0","5.9","16.5","143","5","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/af4cc27f3af04b8db841c3df7e6dfc96.aspx","Category: Standard | Facilities: Heating, Mattresses, Toilets - non-flush, Water from stream, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Takitimu Conservation Area | Region: Southland"
"2852.3","2852.3","Aparima Hut","hut","DOC","Tākitimu Track","South","459","67","16.5","13.5","812","830","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/519327c2f64e42cc8c4d7a5edb6bad67.aspx","Category: Standard | Facilities: Heating, Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Takitimu Conservation Area | Region: Southland"
"2865.8","2865.8","Lower Wairaki Hut","hut","DOC","Tākitimu Track","South","475","11","13.5","7.9","501","485","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/c7e9e18107ee4c259d43b25bd9e3937f.aspx","Category: Basic/bivvies | Facilities: Heating, Mattresses, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Takitimu Conservation Area | Region: Southland"
"2873.7","2873.7","Telford Campsite","campsite","DOC","Tākitimu Track","South","420","44","7.9","38.7","585","640","","","","","","Yes","","","","","Category: Backcountry | Facilities: Many tent sites, long drop toilet, stream | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Takitimu Conservation Area | Region: Southland"
"2912.4","2912.4","Nightcaps","resupply","Resupply","Birchwood to Merrivale","South","376","9000","38.7","30.7","820","864","","","","","","","","","","","Four Square and a pub. About 9-16 km east of the trail near Birchwood. Leave near Birchwood."
"2943.1","2943.1","Tuatapere","resupply","Resupply","Longwood Forest Track","South","630","26000","30.7","17","1038","784","","","","","","","","","","","Small supermarket, several lodges. About 26 km west of Merrivale Rd. Leave at Merrivale Rd."
"2960.1","2960.1","Otautau","resupply","Resupply","Longwood Forest Track","South","79","16000","17","16.8","344","895","","","","","","","","","","","Small supermarket, hotels with backpacker beds. About 12-16 km east of Merrivale Rd. Leave at Merrivale Rd."
"2976.9","2976.9","Martin's Hut","hut","DOC","Longwood Forest Track","South","417","93","16.8","4.7","415","77","","","","Yes","","Yes","","","","https://www.doc.govt.nz/link/34a4ca458e6941ed82c08ae16cde8784.aspx","Category: Basic/bivvies | Facilities: Heating, Toilets - non-flush, Water from tap - not treated, boil before use, Water supply | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Longwood Forest Conservation Area | Region: Southland"
"2981.6","2981.6","Turnbull's (Big Dam) Hut","hut","DOC","Longwood Forest Track","South","323","2","4.7","14.9","88","181","","","","","","Yes","","","","https://www.doc.govt.nz/link/d876515aabb342a8802cfaa1ba393388.aspx","Category: Basic/bivvies | Facilities: Heating | Bookable: No | Booking Required: No | Trail Pass: Yes | Trail Pass discount (%): 100 | Place: Longwood Forest Conservation Area | Region: Southland"
"2996.5","2996.5","Colac Bay","food","Resupply","Tīhaka Beach Track","South","7","1389","14.9","9.1","132","448","","","","","","","","","","","Colac Bay Bakehouse and Cafe with a camping ground; shop operating."
"3005.6","3005.6","Riverton Holiday Park","accommodation","Private","Tīhaka Beach Track","South","18","13","9.1","2","252","241","","","","","","","03 234 8132","43 Richard Street, Riverton","","https://www.rivertonholidaypark.co.nz/","Facilities: Holiday park accommodation. Units. Power Sites for tents, campervans and caravans. Zenbu wifi | Address: 43 Richard Street, Riverton | Phone: 03 234 8132 | Website: https://www.rivertonholidaypark.co.nz/ | Categories: LodgingBusiness"
"3007.6","3007.6","Riverton","town","Resupply","Oreti Beach Track","South","2","64","2","26.8","1","17","","","","","","","","","","","FreshChoice/SuperValue on Palmerston St, cafes and takeaways. Holiday park."
"3034.4","3034.4","Otatara","resupply","Resupply","Oreti Beach Track","South","6","696","26.8","4.3","23","19","","","","","","","","","","","Four Square, on the way into Invercargill."
"3038.7","3038.7","Invercargill","town","Resupply","Invercargill to Bluff","South","2","1039","4.3","33.3","1","5","","","","","","","","","","","Pak'nSave, New World, Woolworths, Macpac and Kathmandu. Last full resupply."
"3072","3072","Bluff","town","Resupply","Invercargill to Bluff","South","155","1363","33.3","0","466","313","","","","","","","","","","","Four Square. Trail end at Stirling Point."
